"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SNHG7",5.95048106558556e-36,1.70316129648788,0.501,0.231,8.16048973334404e-32,"3","SNHG7"
"RPL13A1",1.14390312385989e-35,0.409652505703819,1,0.999,1.56874874406145e-31,"3","RPL13A"
"LAPTM5",4.56862228196854e-35,1.11155374402918,0.872,0.781,6.26540859749166e-31,"3","LAPTM5"
"RPS81",1.7457909827215e-34,0.440229351112149,1,0.986,2.39417775370426e-30,"3","RPS8"
"RPL151",1.7575601344153e-33,0.383127873916402,1,0.995,2.41031796833714e-29,"3","RPL15"
"RPL8",2.13012698060676e-31,0.441604715461689,1,0.986,2.92125614120411e-27,"3","RPL8"
"FAIM31",6.49299598050059e-30,1.81582464583285,0.414,0.177,8.90449468765851e-26,"3","FAIM3"
"LAT2",1.42082428401649e-29,2.74554171186299,0.251,0.069,1.94851842310022e-25,"3","LAT2"
"RPL181",2.69906722143445e-26,0.383167116991213,0.994,0.982,3.7015007874752e-22,"3","RPL18"
"RPL10A1",8.95182351717659e-24,0.377459663953687,0.997,0.985,1.2276530771456e-19,"3","RPL10A"
"RPS271",9.87386966465554e-24,0.372116841338404,0.997,0.993,1.35410248581086e-19,"3","RPS27"
"PTPRCAP1",1.66664809012762e-23,0.79218109225198,0.843,0.612,2.28564119080101e-19,"3","PTPRCAP"
"STX7",8.90503757906442e-23,2.0721140093849,0.274,0.102,1.2212368535929e-18,"3","STX7"
"CD521",8.59770436339604e-22,0.572999494222268,0.953,0.886,1.17908917639613e-17,"3","CD52"
"SYPL1",2.20335525945017e-21,1.77545053532155,0.3,0.122,3.02168140280997e-17,"3","SYPL1"
"GNB2L11",9.70213024517819e-21,0.45155582639496,0.997,0.978,1.33055014182374e-16,"3","GNB2L1"
"RPSA2",9.34102154443797e-20,0.445616407447242,0.988,0.954,1.28102769460422e-15,"3","RPSA"
"RPL121",2.33804171526129e-19,0.361634659113843,0.997,0.991,3.20639040830933e-15,"3","RPL12"
"LIMD2",3.89138916926056e-19,0.662784955016364,0.761,0.642,5.33665110672393e-15,"3","LIMD2"
"RPL291",1.22237067864324e-17,0.335947928696308,0.997,0.985,1.67635914869134e-13,"3","RPL29"
"BIRC3",1.40545664182594e-16,1.64028441706223,0.259,0.111,1.9274432386001e-12,"3","BIRC3"
"FAU",4.41382538593197e-16,0.317746338014521,0.994,0.983,6.0531201342671e-12,"3","FAU"
"RPS181",7.30671031869513e-16,0.277008753025024,1,0.997,1.00204225310585e-11,"3","RPS18"
"RPS212",2.26216801770916e-15,0.474131799477784,0.91,0.859,3.10233721948635e-11,"3","RPS21"
"RPL23A2",2.8126004178799e-15,0.295246937538701,1,0.99,3.8572002130805e-11,"3","RPL23A"
"PRKCB",2.95652931514771e-15,1.62430154659266,0.265,0.121,4.05458430279357e-11,"3","PRKCB"
"SNX31",7.05678647862068e-15,1.0023759089922,0.583,0.449,9.67767697678039e-11,"3","SNX3"
"FAM26F1",7.31105795918904e-15,1.29328524038199,0.37,0.208,1.00263848852319e-10,"3","FAM26F"
"RPL91",1.15187083689067e-14,0.3137613656107,0.997,0.975,1.57967566571186e-10,"3","RPL9"
"RPL191",1.7308439669481e-14,0.250288051212533,1,0.994,2.37367941627263e-10,"3","RPL19"
"RPS131",1.88635995606099e-14,0.347298348276002,0.997,0.963,2.58695404374205e-10,"3","RPS13"
"EEF2",6.39099894418856e-14,0.606216590097396,0.866,0.833,8.76461595206019e-10,"3","EEF2"
"RPL211",1.62825871763175e-13,0.285458205717096,1,0.992,2.23299400536019e-09,"3","RPL21"
"POLD4",2.55628813882128e-13,1.13584367319524,0.487,0.328,3.5056935535795e-09,"3","POLD4"
"RPS191",3.15129927479826e-13,0.258185423961456,1,0.993,4.32169182545833e-09,"3","RPS19"
"EEF1B21",4.73009952795895e-13,0.504996416781386,0.913,0.884,6.4868584926429e-09,"3","EEF1B2"
"PLAC8",4.92661982248881e-13,0.823943727609499,0.577,0.441,6.75636642456115e-09,"3","PLAC8"
"RPLP21",5.61947813266863e-13,0.251058575418845,0.997,0.992,7.70655231114176e-09,"3","RPLP2"
"RPL37A1",7.84403851408658e-13,0.334633081486056,0.977,0.953,1.07573144182183e-08,"3","RPL37A"
"GLTSCR21",4.6936877623857e-12,0.388388520163819,0.889,0.825,6.43692339733575e-08,"3","GLTSCR2"
"RPL22L1",6.63726264676414e-12,1.59792795499848,0.324,0.182,9.10234199377234e-08,"3","RPL22L1"
"SEC62",1.04610957382568e-11,1.236006620442,0.341,0.204,1.43463466954453e-07,"3","SEC62"
"RPL351",1.27070926326891e-11,0.305752557728478,0.98,0.97,1.74265068364698e-07,"3","RPL35"
"RPL371",1.46045809363406e-11,0.304484134686219,0.968,0.952,2.00287222960975e-07,"3","RPL37"
"RPL51",2.0283124966818e-11,0.285753993592841,0.988,0.972,2.78162775794943e-07,"3","RPL5"
"PNISR",5.75670164134298e-11,0.927989684385221,0.481,0.357,7.89474063093777e-07,"3","PNISR"
"RPS3A1",1.74852304990522e-10,0.277291936284258,0.991,0.979,2.39792451064002e-06,"3","RPS3A"
"RCSD1",2.02418489275194e-10,1.14279024174093,0.324,0.2,2.77596716192001e-06,"3","RCSD1"
"BLOC1S2",4.84936961030576e-10,1.40791368275413,0.262,0.147,6.65042548357332e-06,"3","BLOC1S2"
"RPL271",1.07882185867701e-09,0.279669946666577,0.977,0.955,1.47949629698965e-05,"3","RPL27"
"TMEM243",1.27825074083761e-09,1.14091085114733,0.309,0.189,1.75299306598469e-05,"3","TMEM243"
"HMGN11",2.25615202669946e-09,0.541384654373046,0.624,0.516,3.09408688941564e-05,"3","HMGN1"
"RNASEH2B",3.32328746421652e-09,1.0252559409235,0.265,0.152,4.55755642842653e-05,"3","RNASEH2B"
"POU2F21",3.46632798887521e-09,1.08552753584318,0.259,0.145,4.75372220394346e-05,"3","POU2F2"
"RPSAP582",6.40888960196512e-09,0.394384801268,0.822,0.723,8.78915120013497e-05,"3","RPSAP58"
"CD692",7.39588113904757e-09,0.863269440035066,0.466,0.345,0.000101427113940898,"3","CD69"
"DRAM2",9.71980707419795e-09,1.00876295953093,0.254,0.148,0.000133297434215551,"3","DRAM2"
"TSC22D31",3.61106195042451e-08,0.428104534193401,0.793,0.747,0.000495221035881217,"3","TSC22D3"
"SELL1",5.99181772951369e-08,0.79517574769164,0.574,0.458,0.000821717883425508,"3","SELL"
"EIF4A22",8.04130698038306e-08,0.455455171658846,0.7,0.632,0.00110278483928973,"3","EIF4A2"
"SP100",1.93813713774307e-07,0.850083187647603,0.362,0.256,0.00265796127070085,"3","SP100"
"ZFP36L1",3.23589258109067e-07,0.802460207355375,0.327,0.23,0.00443770308570774,"3","ZFP36L1"
"ATP6V1G1",3.34989421739876e-07,0.451152243242098,0.656,0.602,0.00459404492974066,"3","ATP6V1G1"
"CD53",6.85682920603837e-07,0.646321023162236,0.609,0.539,0.00940345557316102,"3","CD53"
"PAPOLA",8.97857644070786e-07,1.11984363990491,0.294,0.207,0.0123132197307868,"3","PAPOLA"
"BTG12",9.99831316994924e-07,0.314976117186052,0.913,0.876,0.0137116866812684,"3","BTG1"
"DCK",1.00150497871797e-06,1.12759703451735,0.268,0.18,0.0137346392781383,"3","DCK"
"EZR",2.21383361855371e-06,1.10656813995897,0.274,0.186,0.0303605142448455,"3","EZR"
"ANAPC16",3.45239512914495e-06,0.733377069223961,0.536,0.474,0.0473461468010938,"3","ANAPC16"
"PTPN6",3.70631030418284e-06,0.797803793539456,0.376,0.283,0.0508283395115635,"3","PTPN6"
"HERPUD1",3.90465458969281e-06,0.879139309569788,0.289,0.201,0.0535484330430471,"3","HERPUD1"
"CCNI",5.3999911944224e-06,0.469093759385093,0.668,0.625,0.0740554792403088,"3","CCNI"
"ERP29",1.32794269500494e-05,0.489689758546516,0.601,0.558,0.182114061192978,"3","ERP29"
"SP110",1.47936986111132e-05,0.72946068331732,0.356,0.273,0.202880782752806,"3","SP110"
"UCP2",1.66519545343358e-05,0.648880343811244,0.592,0.557,0.228364904483881,"3","UCP2"
"TXNIP",2.38790552231948e-05,0.430111499416661,0.77,0.758,0.327477363330893,"3","TXNIP"
"NBEAL11",2.46785539885656e-05,0.380516616282171,0.7,0.684,0.338441689399188,"3","NBEAL1"
"RASGRP2",2.91776774964264e-05,1.46392312901782,0.309,0.233,0.400142669185992,"3","RASGRP2"
"FAM65B",3.65433360832776e-05,0.77473720818109,0.362,0.293,0.501155311046068,"3","FAM65B"
"CIRBP",4.74731720658143e-05,0.405744123800135,0.726,0.705,0.651047081710578,"3","CIRBP"
"TAF7",4.75416041499585e-05,0.929924398597785,0.292,0.216,0.651985559312531,"3","TAF7"
"STK17A1",6.35223576397631e-05,0.840545622035998,0.379,0.309,0.871145612671711,"3","STK17A"
"HNRNPA2B1",6.92267710829909e-05,0.376261507170298,0.656,0.634,0.949375938632137,"3","HNRNPA2B1"
"RHOH2",6.95074477710654e-05,0.650691872597733,0.321,0.24,0.953225138732391,"3","RHOH"
"RPL231",0.000169212624686012,0.297738241256275,0.845,0.86,1,"3","RPL23"
"LSM7",0.000257495810587137,0.607519857721226,0.332,0.262,1,"3","LSM7"
"TSTD11",0.000339216382299754,0.859006385500575,0.28,0.218,1,"3","TSTD1"
"LSM101",0.000359001842208799,0.907856689554342,0.268,0.203,1,"3","LSM10"
"TCEA11",0.000617777722775667,0.675111594575935,0.274,0.212,1,"3","TCEA1"
"HNRNPDL",0.000857352703018921,0.549655641866489,0.601,0.606,1,"3","HNRNPDL"
"EIF4G2",0.000960301542911333,0.572846105465004,0.356,0.304,1,"3","EIF4G2"
"HMGB1",0.0010778373765196,0.599794198220486,0.641,0.632,1,"3","HMGB1"
"UBE2L61",0.00129200221914721,0.275533826539782,0.248,0.361,1,"3","UBE2L6"
"UQCRH",0.00144466084515403,0.705289561441892,0.49,0.45,1,"3","UQCRH"
"EVI2B",0.00182529009589735,0.497515916712122,0.367,0.321,1,"3","EVI2B"
"SEP15",0.00212541583155677,0.712486405741217,0.332,0.292,1,"3","SEP15"
"SPCS2",0.00481318907332969,0.604718358756068,0.335,0.301,1,"3","SPCS2"
"HNRNPK",0.00501666594523037,0.406946922101426,0.51,0.495,1,"3","HNRNPK"
"GDI2",0.00663788850883725,0.497204101751977,0.341,0.299,1,"3","GDI2"
"C11orf311",0.00837347884702973,0.374047313352814,0.475,0.442,1,"3","C11orf31"
"RNASET21",0.00853662040116046,0.419971780531349,0.513,0.498,1,"3","RNASET2"
"CCL5",1.55475016016882e-201,3.28392401304336,0.953,0.229,2.13218436965551e-197,"4","CCL5"
"NKG7",5.30476061810896e-192,2.41156560723376,0.959,0.208,7.27494871167462e-188,"4","NKG7"
"GZMK",6.29876459462843e-186,4.49709659518708,0.583,0.048,8.63812576507343e-182,"4","GZMK"
"GZMA",9.19860578577442e-182,2.61924734918423,0.799,0.115,1.2614967974611e-177,"4","GZMA"
"CST7",7.99916342593422e-179,2.59140781262022,0.784,0.116,1.09700527223262e-174,"4","CST7"
"CTSW",4.61245221297161e-126,2.2588210710218,0.831,0.226,6.32551696486926e-122,"4","CTSW"
"CD8A",1.19961229633727e-106,3.38803791233067,0.48,0.068,1.64514830319693e-102,"4","CD8A"
"KLRG1",1.13210709840667e-93,2.99137551264479,0.448,0.069,1.55257167475491e-89,"4","KLRG1"
"GZMH",6.00030431577808e-85,3.63994220511723,0.398,0.059,8.22881733865806e-81,"4","GZMH"
"LYAR",1.98539366281691e-84,2.10451319037453,0.558,0.131,2.72276886918711e-80,"4","LYAR"
"B2M1",1.4530581692239e-81,0.669706512313271,1,1,1.99272397327366e-77,"4","B2M"
"IL321",9.43705297634457e-76,1.47582016893571,0.94,0.499,1.29419744517589e-71,"4","IL32"
"HLA-C",1.9266167772071e-73,0.876810985712194,1,0.979,2.64216224826182e-69,"4","HLA-C"
"PRF1",1.19761961863498e-65,1.2177013467462,0.492,0.11,1.64241554499601e-61,"4","PRF1"
"HLA-A1",4.57853044289282e-58,0.768970076535748,0.994,0.962,6.27899664938322e-54,"4","HLA-A"
"GZMM",1.79114272705237e-54,1.77995854840504,0.567,0.2,2.45637313587962e-50,"4","GZMM"
"CD3D2",4.57446102309719e-50,1.2252912150986,0.859,0.473,6.27341584707549e-46,"4","CD3D"
"HOPX",1.18068184843669e-49,2.14576350218049,0.423,0.111,1.61918708694607e-45,"4","HOPX"
"MATK",2.65232199947523e-44,2.58865386197593,0.257,0.044,3.63739439008033e-40,"4","MATK"
"PTPRCAP2",1.08515161889292e-43,1.10092019714538,0.909,0.605,1.48817693014975e-39,"4","PTPRCAP"
"CD8B",3.3161710020572e-43,2.1322121705388,0.367,0.094,4.54779691222125e-39,"4","CD8B"
"HCST",1.17627288370734e-40,1.17943694604365,0.79,0.506,1.61314063271625e-36,"4","HCST"
"SAMD3",9.9321947551708e-39,1.984545540867,0.329,0.088,1.36210118872412e-34,"4","SAMD3"
"APOBEC3G",1.94282813018187e-35,2.1042955952252,0.464,0.183,2.66439449773141e-31,"4","APOBEC3G"
"NCR3",2.14873409089219e-35,2.72744840403412,0.279,0.069,2.94677393224955e-31,"4","NCR3"
"HLA-B",2.56345842234649e-35,0.578777488354564,0.978,0.944,3.51552688040597e-31,"4","HLA-B"
"CCL4",6.84057709021458e-34,1.34749624252459,0.313,0.086,9.38116742152028e-30,"4","CCL4"
"FGFBP2",3.59632983496332e-31,1.18166505971498,0.304,0.083,4.93200673566869e-27,"4","FGFBP2"
"LCK2",3.21049504200148e-28,1.08150955460494,0.621,0.326,4.40287290060083e-24,"4","LCK"
"MALAT11",6.35185143343143e-28,0.456217676204368,1,1,8.71092905580787e-24,"4","MALAT1"
"CD991",8.45424414528427e-28,0.937539349896437,0.737,0.475,1.15941504208428e-23,"4","CD99"
"C12orf75",1.79338177611121e-27,1.74129150580988,0.329,0.111,2.45944376775891e-23,"4","C12orf75"
"DUSP21",1.19721125950105e-26,1.59375072403895,0.473,0.23,1.64185552127974e-22,"4","DUSP2"
"CHST12",1.61064852490676e-23,1.64334371913998,0.282,0.094,2.20884338705713e-19,"4","CHST12"
"CD3E2",2.03527786970596e-23,0.862815647252424,0.74,0.451,2.79118007051475e-19,"4","CD3E"
"GZMB",1.57731307139617e-22,0.331650129980527,0.295,0.097,2.1631271461127e-18,"4","GZMB"
"MYL12A1",1.58699435586452e-20,0.437511945459125,0.953,0.863,2.1764040596326e-16,"4","MYL12A"
"CD22",2.59807309973259e-20,1.05632894268883,0.511,0.292,3.56299744897327e-16,"4","CD2"
"HLA-E",1.69279371649986e-19,0.548313990528194,0.947,0.879,2.32149730280791e-15,"4","HLA-E"
"RARRES31",3.36863067064042e-19,0.959369904071744,0.658,0.446,4.61974010171627e-15,"4","RARRES3"
"ZAP70",1.50489175906786e-15,1.5754304243967,0.285,0.124,2.06380855838566e-11,"4","ZAP70"
"CD247",3.26796029759955e-15,0.633508384669827,0.448,0.243,4.48168075212802e-11,"4","CD247"
"TPST2",3.68796471156083e-15,1.56440240433902,0.282,0.125,5.05767480543453e-11,"4","TPST2"
"APMAP",3.90812433361847e-15,1.28894214887799,0.254,0.105,5.35960171112437e-11,"4","APMAP"
"ID21",5.23870573954104e-15,0.918687672321919,0.552,0.365,7.18436105120659e-11,"4","ID2"
"GNLY",7.12975986317005e-15,1.10215066003134,0.326,0.16,9.77775267635141e-11,"4","GNLY"
"PFN11",5.71937755921428e-14,0.480825318186492,0.978,0.941,7.84355438470646e-10,"4","PFN1"
"FYN",7.79449771016216e-14,1.28619172919729,0.301,0.147,1.06893741597164e-09,"4","FYN"
"ARPC5L",1.15458355419548e-13,1.14511556517164,0.326,0.167,1.58339588622368e-09,"4","ARPC5L"
"LITAF",1.90151495545566e-12,1.30722444375483,0.455,0.292,2.60773760991189e-08,"4","LITAF"
"YWHAQ1",3.67541443015852e-12,1.03370682210977,0.426,0.27,5.04046334951939e-08,"4","YWHAQ"
"LAT3",4.17152776365591e-12,0.998896075012152,0.361,0.201,5.72083317507772e-08,"4","LAT"
"MYO1F1",5.14204523472532e-12,1.0059003766482,0.373,0.219,7.05180083490231e-08,"4","MYO1F"
"CD531",5.22638675261643e-12,0.597730178942709,0.658,0.533,7.16746679253818e-08,"4","CD53"
"CALM11",1.20741193308743e-11,0.619593511643648,0.768,0.665,1.6558447250361e-07,"4","CALM1"
"BIN2",2.87503728582113e-11,0.818962335090989,0.502,0.351,3.9428261337751e-07,"4","BIN2"
"IL2RG1",3.65605430599579e-11,0.749220143593707,0.577,0.422,5.01391287524262e-07,"4","IL2RG"
"DDX52",6.2209786527784e-11,0.397936643235004,0.884,0.804,8.53145012442029e-07,"4","DDX5"
"SLC9A3R1",6.26841762056082e-11,1.12565186587455,0.282,0.148,8.59650792483711e-07,"4","SLC9A3R1"
"CTSC",1.07640420571051e-10,0.836517064336039,0.404,0.249,1.47618072771139e-06,"4","CTSC"
"C9orf142",1.3033852855172e-10,1.58463023170167,0.367,0.225,1.78746258055828e-06,"4","C9orf142"
"MT-CYB",1.33171641059947e-10,0.404511571378634,0.944,0.93,1.82631588549611e-06,"4","MT-CYB"
"MYL12B1",1.7526251147113e-10,0.530464456964808,0.784,0.69,2.40355008231508e-06,"4","MYL12B"
"SEPT7",3.63618622929989e-10,0.686865545671825,0.47,0.321,4.98666579486186e-06,"4","SEPT7"
"HSP90AA1",5.07090678776768e-10,0.529080686724435,0.633,0.524,6.95424156874459e-06,"4","HSP90AA1"
"PLEK",5.26382817501391e-10,1.19353245764154,0.282,0.155,7.21881395921408e-06,"4","PLEK"
"PIM11",5.70895347625961e-10,1.02614071019428,0.301,0.169,7.82925879734242e-06,"4","PIM1"
"ANXA11",6.2473082104206e-10,0.648057329330416,0.702,0.578,8.56755847977081e-06,"4","ANXA1"
"GIMAP72",7.68265955619968e-10,0.359520092737398,0.674,0.522,1.05359993153722e-05,"4","GIMAP7"
"UBC",7.83621445452815e-10,0.332232026788637,0.893,0.848,1.07465845029399e-05,"4","UBC"
"OPTN1",9.19495115138199e-10,1.04159584773568,0.251,0.129,1.26099560090053e-05,"4","OPTN"
"ANXA6",9.21353538981986e-10,0.882935008701672,0.42,0.279,1.2635442433599e-05,"4","ANXA6"
"HLA-F",1.04045318622427e-09,0.84113996543586,0.448,0.317,1.42687749958797e-05,"4","HLA-F"
"CD3G2",1.10016776095046e-09,1.1500789762413,0.329,0.204,1.50877006736746e-05,"4","CD3G"
"HSPA51",1.14460545673586e-09,1.17775173356971,0.313,0.185,1.56971192336756e-05,"4","HSPA5"
"ARL4C1",2.14833139486284e-09,0.919173420689292,0.317,0.182,2.9462216749149e-05,"4","ARL4C"
"IFITM11",2.27064143065249e-09,0.586395471419499,0.602,0.46,3.11395765799682e-05,"4","IFITM1"
"RAP1B",8.5400839836008e-09,0.529449817341599,0.48,0.348,0.000117118711751101,"4","RAP1B"
"PPP2R5C1",1.41875839431258e-08,0.806654766507455,0.357,0.228,0.000194568526196027,"4","PPP2R5C"
"BUB31",1.61259192454394e-08,0.771074627705917,0.326,0.198,0.000221150856531956,"4","BUB3"
"PTPRC",1.8548670390652e-08,0.531210305570609,0.561,0.441,0.000254376465737401,"4","PTPRC"
"STK17A2",3.02411617268279e-08,0.516789032983874,0.445,0.301,0.000414727291921717,"4","STK17A"
"DHRS7",7.75236230950156e-08,0.723441478324529,0.42,0.306,0.00106315896712504,"4","DHRS7"
"TERF2IP",1.10066778459445e-07,0.62549480445622,0.339,0.214,0.00150945579979283,"4","TERF2IP"
"HSP90B1",1.87191081659493e-07,0.699430852758287,0.345,0.233,0.00256713849387828,"4","HSP90B1"
"TMED4",2.17971251411309e-07,1.0198150315495,0.254,0.15,0.00298925774185469,"4","TMED4"
"ACTG1",3.22494918992935e-07,0.443802666802005,0.89,0.86,0.00442269531906911,"4","ACTG1"
"HNRNPK1",3.33056012555023e-07,0.544543707225577,0.577,0.486,0.00456753015617959,"4","HNRNPK"
"SUN21",4.09521420964314e-07,0.84836225811387,0.351,0.237,0.0056161767671046,"4","SUN2"
"CD71",4.35749092628742e-07,0.429134515281116,0.486,0.351,0.00597586305631056,"4","CD7"
"PPP1R18",8.20376300429952e-07,0.689771115356986,0.376,0.272,0.0112506405840964,"4","PPP1R18"
"RPA2",8.4354189250225e-07,0.795739252146071,0.273,0.169,0.0115683335137759,"4","RPA2"
"MT-ND2",1.09338173107661e-06,0.380466399012994,0.928,0.889,0.0149946370599846,"4","MT-ND2"
"PPIA",1.75297891143615e-06,0.47255833052277,0.784,0.737,0.0240403527914354,"4","PPIA"
"UBB",2.04296765028056e-06,0.427535600895576,0.815,0.778,0.0280172583559476,"4","UBB"
"CLIC11",2.1556139599346e-06,0.329004049802442,0.746,0.631,0.0295620898465431,"4","CLIC1"
"TUBA4A1",2.20233570591123e-06,0.61723625531948,0.342,0.239,0.0302028318708666,"4","TUBA4A"
"TMBIM6",2.7505755626701e-06,0.364851258578845,0.589,0.507,0.0377213932664577,"4","TMBIM6"
"PDIA31",5.61752288872212e-06,0.866839430057943,0.423,0.326,0.0770387088959351,"4","PDIA3"
"SRSF71",5.77529183581294e-06,0.473684476930228,0.564,0.475,0.0792023522363386,"4","SRSF7"
"LCP1",6.70149216668679e-06,0.541227863377108,0.473,0.375,0.0919042635739426,"4","LCP1"
"CCND3",7.13411712353591e-06,0.553043698525751,0.498,0.401,0.0978372822321714,"4","CCND3"
"TAP11",1.06545508868769e-05,0.738246698741737,0.317,0.221,0.14611651086263,"4","TAP1"
"CCDC107",1.08744515633674e-05,0.675376967208121,0.251,0.16,0.14913222874002,"4","CCDC107"
"RNF167",1.18529812424521e-05,0.788128918984972,0.251,0.16,0.162551784758988,"4","RNF167"
"XBP1",1.20255324852241e-05,0.671215294705201,0.373,0.274,0.164918152502363,"4","XBP1"
"GIMAP41",1.87219912796478e-05,0.285767385063464,0.536,0.449,0.25675338840909,"4","GIMAP4"
"CXCR42",2.41909382456415e-05,0.287836206272742,0.674,0.591,0.331754527100728,"4","CXCR4"
"HSPA82",2.52703312574915e-05,0.35424136385278,0.721,0.669,0.346557322865238,"4","HSPA8"
"ITGB21",3.29690578982282e-05,0.346451653496136,0.564,0.458,0.452137660016301,"4","ITGB2"
"PPIB",3.57645624114081e-05,0.61705593444046,0.542,0.467,0.49047520891005,"4","PPIB"
"CORO1A",3.58708538135608e-05,0.2541198272826,0.846,0.801,0.491932889199173,"4","CORO1A"
"DSTN1",4.30193322820622e-05,0.717194067666613,0.273,0.188,0.589967122916201,"4","DSTN"
"CKLF1",4.51933084177241e-05,0.651925927357013,0.295,0.205,0.619781031640668,"4","CKLF"
"ANXA2R",4.82433048800658e-05,0.744054563610192,0.251,0.168,0.661608683125223,"4","ANXA2R"
"CAPN21",5.47976532301369e-05,0.919400278242335,0.295,0.212,0.751495016398098,"4","CAPN2"
"GUK11",7.59444010963376e-05,0.54653191368113,0.542,0.473,1,"4","GUK1"
"C9orf16",8.65663051525424e-05,0.66616339704078,0.433,0.355,1,"4","C9orf16"
"IL7R2",8.90259771930075e-05,0.565871017958062,0.467,0.394,1,"4","IL7R"
"WIPF1",9.66210345625456e-05,0.644584350630686,0.282,0.198,1,"4","WIPF1"
"ZFP36L22",9.8834062657476e-05,0.424335394510848,0.702,0.646,1,"4","ZFP36L2"
"CMPK11",0.000111248190244921,0.768699659513923,0.451,0.367,1,"4","CMPK1"
"GIMAP52",0.000122913601132487,0.917566253610347,0.367,0.275,1,"4","GIMAP5"
"HMOX2",0.000130293668980075,0.759493352459281,0.251,0.174,1,"4","HMOX2"
"OCIAD22",0.000141324171884388,0.45753050560343,0.304,0.216,1,"4","OCIAD2"
"KMT2E",0.000176953254256409,0.534835040851539,0.317,0.233,1,"4","KMT2E"
"TMEM50A",0.000205175919194853,1.40344151178376,0.329,0.258,1,"4","TMEM50A"
"CAP1",0.000207493874288598,0.625500747251858,0.476,0.405,1,"4","CAP1"
"MEAF6",0.000241373003939444,0.48740886481468,0.345,0.267,1,"4","MEAF6"
"SPOCK22",0.000330211043883415,0.69130444608326,0.276,0.2,1,"4","SPOCK2"
"SDHC",0.000347516473971692,0.591020772101405,0.282,0.207,1,"4","SDHC"
"GADD45B",0.0003515442591666,0.457518383637799,0.301,0.228,1,"4","GADD45B"
"BTN3A2",0.00040563161274452,0.54032536648011,0.282,0.207,1,"4","BTN3A2"
"BIN12",0.000406365996167942,0.471008676419207,0.32,0.241,1,"4","BIN1"
"SNRPD22",0.000416389072736004,0.272406194509242,0.624,0.561,1,"4","SNRPD2"
"C11orf58",0.000424407827876645,0.397662413676361,0.448,0.381,1,"4","C11orf58"
"CIRBP1",0.000463313658292616,0.364149008081979,0.755,0.701,1,"4","CIRBP"
"SNRPB",0.000492149391235309,0.397605112262339,0.408,0.339,1,"4","SNRPB"
"CD631",0.000547699596434819,0.310280461333559,0.42,0.335,1,"4","CD63"
"CALR",0.000567509428349951,0.609656756858702,0.342,0.272,1,"4","CALR"
"TUBB",0.000721914727666292,0.757379655494273,0.379,0.309,1,"4","TUBB"
"ARL6IP51",0.000771240360827765,0.40232561839309,0.502,0.449,1,"4","ARL6IP5"
"HNRNPA3",0.000779023490387619,0.534575741309585,0.364,0.305,1,"4","HNRNPA3"
"XRCC5",0.000789446778370972,0.484500368943395,0.301,0.234,1,"4","XRCC5"
"PSMB9",0.000883681475293976,0.264607007574591,0.633,0.58,1,"4","PSMB9"
