"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CLTA1",9.72662192021891e-10,0.751234901912737,0.547,0.276,1.33390893013882e-05,"5","CLTA"
"CASP41",9.89378486492525e-10,0.51691919121339,0.585,0.3,1.35683365637585e-05,"5","CASP4"
"CTNNBL1",1.36932813451831e-09,0.544072067690757,0.258,0.092,1.87789660367841e-05,"5","CTNNBL1"
"CORO1B1",1.42855131300864e-09,0.386754845555217,0.365,0.153,1.95911527066004e-05,"5","CORO1B"
"MTHFS",1.58135810509718e-09,0.750325955900077,0.296,0.115,2.16867450533027e-05,"5","MTHFS"
"PMVK",1.62444750766722e-09,1.29697280883464,0.327,0.134,2.22776731201483e-05,"5","PMVK"
"MRPL27",1.6404488943877e-09,0.982166172255004,0.252,0.092,2.24971161376329e-05,"5","MRPL27"
"ATP5G31",1.6869227119899e-09,0.750962953882826,0.717,0.414,2.31344580722295e-05,"5","ATP5G3"
"MTPN",1.77245612041656e-09,0.85138246177702,0.302,0.12,2.43074632353927e-05,"5","MTPN"
"NMI",1.85975967040812e-09,0.861546362148144,0.371,0.163,2.5504744119977e-05,"5","NMI"
"WASF21",1.91254436694625e-09,0.558170402488935,0.421,0.182,2.62286334483009e-05,"5","WASF2"
"PSMC3",1.96583079404304e-09,0.644557877353327,0.384,0.162,2.69594035095063e-05,"5","PSMC3"
"ATP1A1",2.06049947798964e-09,1.06771459622813,0.403,0.179,2.82576898411499e-05,"5","ATP1A1"
"VDAC11",2.24869896606579e-09,0.809946929576659,0.428,0.2,3.08386576206262e-05,"5","VDAC1"
"EIF61",2.55397323739421e-09,0.639387461202059,0.453,0.211,3.50251889776242e-05,"5","EIF6"
"PLIN2",2.75232927912219e-09,0.837306441629957,0.27,0.102,3.77454437338817e-05,"5","PLIN2"
"SERPINB61",3.01680494293836e-09,0.801698132483005,0.403,0.181,4.13724629874567e-05,"5","SERPINB6"
"ATP6V1F1",3.05602986556857e-09,0.462023977084816,0.66,0.355,4.19103935764073e-05,"5","ATP6V1F"
"TNFRSF14",3.15038898853747e-09,0.63774518202931,0.453,0.207,4.32044345888028e-05,"5","TNFRSF14"
"MRPL231",3.33776788432265e-09,0.588049325660829,0.553,0.273,4.57741487656009e-05,"5","MRPL23"
"IDH3G1",3.5562381886069e-09,0.596584705577393,0.415,0.186,4.87702505185551e-05,"5","IDH3G"
"LSM102",3.82492632631009e-09,0.616469623158735,0.434,0.198,5.24550396390166e-05,"5","LSM10"
"WDR1",3.83366686300614e-09,0.821977986832179,0.503,0.247,5.25749073592662e-05,"5","WDR1"
"TMEM134",4.32795742336258e-09,0.753947224914219,0.296,0.117,5.93536081039944e-05,"5","TMEM134"
"TIMM8B",4.94987025597638e-09,1.07041272268264,0.264,0.101,6.788252069046e-05,"5","TIMM8B"
"PGAM11",5.47631761171331e-09,0.658444339261201,0.472,0.222,7.51022197270363e-05,"5","PGAM1"
"NR4A1",5.77307619408865e-09,0.900706429834809,0.258,0.098,7.91719669257317e-05,"5","NR4A1"
"ATP5C1",5.93027758972371e-09,0.606600391084088,0.572,0.294,8.13278268654709e-05,"5","ATP5C1"
"UQCRFS11",7.36490160920333e-09,0.554418573884282,0.553,0.271,0.000101002260668615,"5","UQCRFS1"
"YWHAH1",7.43003256343145e-09,0.780098571303034,0.39,0.185,0.000101895466574899,"5","YWHAH"
"C7orf50",7.91784669290466e-09,0.687331486702391,0.352,0.149,0.000108585349546495,"5","C7orf50"
"MT-CO2",8.48073669674278e-09,0.561559226604669,0.969,0.907,0.000116304823059131,"5","MT-CO2"
"AOAH",8.68904667337325e-09,0.821599227052602,0.289,0.116,0.000119161586078641,"5","AOAH"
"MIDN",8.97433095511775e-09,1.24902008329912,0.252,0.098,0.000123073974718485,"5","MIDN"
"RAB5C1",9.40752966446841e-09,0.846873934374218,0.528,0.266,0.00012901486181852,"5","RAB5C"
"FAM32A",1.04329339210168e-08,0.746087779791849,0.308,0.132,0.000143077255792824,"5","FAM32A"
"RER1",1.45530283027511e-08,0.502509793930694,0.44,0.213,0.000199580230143928,"5","RER1"
"COX6A1",1.47725016408359e-08,0.480649134835717,0.755,0.463,0.000202590087502423,"5","COX6A1"
"PLSCR11",1.49404694797323e-08,0.98189401420973,0.308,0.13,0.000204893598445049,"5","PLSCR1"
"MX2",1.49487940814123e-08,0.776051214645317,0.264,0.104,0.000205007762032489,"5","MX2"
"WDR83OS1",1.54290974893713e-08,0.513256665933895,0.616,0.329,0.000211594642969238,"5","WDR83OS"
"C11orf312",1.57476364360348e-08,0.435184734613031,0.755,0.427,0.000215963086083781,"5","C11orf31"
"PSMA71",1.57952556086466e-08,0.52321402812865,0.843,0.545,0.000216616135416979,"5","PSMA7"
"ARHGDIA1",1.69757768196506e-08,0.346150776814567,0.547,0.273,0.000232805803304689,"5","ARHGDIA"
"TLE4",1.73325330053738e-08,0.665261146800308,0.258,0.099,0.000237698357635696,"5","TLE4"
"NDUFB6",1.7605774291255e-08,1.34293652649338,0.296,0.121,0.000241445588630271,"5","NDUFB6"
"ERP44",1.90551542509587e-08,0.716775742939894,0.365,0.164,0.000261322385397647,"5","ERP44"
"SELK",1.93939485924626e-08,0.491394342383904,0.547,0.277,0.000265968610997033,"5","SELK"
"STX101",1.95052532309932e-08,0.665996710497008,0.321,0.136,0.000267495042809841,"5","STX10"
"ZNHIT3",2.2929629314532e-08,1.24019346955674,0.358,0.161,0.000314456936419492,"5","ZNHIT3"
"SRI",2.35912324902027e-08,0.71502437312173,0.491,0.253,0.000323530162370639,"5","SRI"
"NDUFB5",2.54054939765918e-08,1.21208889076021,0.415,0.2,0.00034841094439498,"5","NDUFB5"
"STX71",2.54752980466998e-08,1.09513781028617,0.283,0.115,0.000349368237412441,"5","STX7"
"SLC25A3",2.66356220135251e-08,0.511353295606773,0.805,0.508,0.000365280920293483,"5","SLC25A3"
"MSRB11",2.70277491906393e-08,0.881505331402414,0.252,0.099,0.000370658552400428,"5","MSRB1"
"TMSB101",2.8741585811714e-08,0.254092938157995,1,0.993,0.000394162107821845,"5","TMSB10"
"DYNLL11",2.93866790382404e-08,0.426450977794466,0.591,0.324,0.000403008916330428,"5","DYNLL1"
"SP1101",3.07064909869774e-08,0.605207963287712,0.541,0.267,0.000421108817395409,"5","SP110"
"PSMB41",3.1573695406272e-08,0.546006056069065,0.377,0.168,0.000433001658801615,"5","PSMB4"
"LAP31",3.30930131893622e-08,0.775080470281189,0.327,0.144,0.000453837582878913,"5","LAP3"
"EIF11",3.31417215812955e-08,0.28142104229413,1,0.983,0.000454505569765886,"5","EIF1"
"ZFAND6",3.6025960311389e-08,0.618129191637508,0.346,0.153,0.000494060019710388,"5","ZFAND6"
"SSR31",3.80652441453629e-08,0.851758591572163,0.365,0.169,0.000522026758209507,"5","SSR3"
"POLR2F",3.83094328637143e-08,0.542778414038229,0.371,0.164,0.000525375562292977,"5","POLR2F"
"UQCR101",3.92388606170894e-08,0.485547055034186,0.616,0.332,0.000538121734502764,"5","UQCR10"
"MRPL21",3.98023925087984e-08,0.471737645407428,0.34,0.15,0.000545850010865661,"5","MRPL21"
"PRKCB1",4.28234144763298e-08,1.36056445498501,0.302,0.129,0.000587280306128387,"5","PRKCB"
"UBE2A",4.32868465661143e-08,0.737955085972708,0.277,0.113,0.000593635813807691,"5","UBE2A"
"NDUFS61",4.79558808017349e-08,0.572530869508408,0.447,0.217,0.000657666949314993,"5","NDUFS6"
"NDUFB3",4.79678443556812e-08,0.62670027330939,0.302,0.13,0.000657831017493811,"5","NDUFB3"
"ATP5E1",4.8982046918996e-08,0.435325822373264,0.95,0.74,0.000671739791447111,"5","ATP5E"
"EMC7",4.95685483139366e-08,0.575546713822007,0.365,0.166,0.000679783071577326,"5","EMC7"
"CD4",5.15107126756985e-08,0.777958565034066,0.264,0.108,0.000706417913634529,"5","CD4"
"YWHAE",5.60007131591538e-08,0.882665868696299,0.308,0.132,0.000767993780264635,"5","YWHAE"
"MTMR14",5.92884846690107e-08,0.756848069198168,0.252,0.1,0.000813082278750813,"5","MTMR14"
"MTIF3",6.12486005113039e-08,0.598602786321715,0.258,0.105,0.000839963307412021,"5","MTIF3"
"SMAP2",6.33220454047844e-08,0.39630640598432,0.34,0.15,0.000868398530681213,"5","SMAP2"
"CMTM7",8.78572521656219e-08,0.370655870995406,0.409,0.189,0.00120487435619934,"5","CMTM7"
"SYTL1",8.89900591482399e-08,0.761386264912072,0.346,0.158,0.00122040967115896,"5","SYTL1"
"PSMD9",9.81036920619407e-08,0.503496586186074,0.384,0.172,0.00134539403293745,"5","PSMD9"
"ARF51",9.93912588743979e-08,0.697683535506484,0.522,0.284,0.00136305172420349,"5","ARF5"
"TMEM141",1.09285948724234e-07,0.509718406296168,0.252,0.1,0.00149874750080414,"5","TMEM141"
"SFT2D1",1.0940220559411e-07,0.826385948965397,0.308,0.138,0.00150034184751763,"5","SFT2D1"
"PFDN51",1.09420628721865e-07,0.268217286843477,0.987,0.921,0.00150059450229165,"5","PFDN5"
"FAM49B",1.10711687814087e-07,0.40835293376202,0.541,0.288,0.00151830008668238,"5","FAM49B"
"ICAM21",1.29334312624174e-07,0.642569126169436,0.453,0.226,0.00177369076332792,"5","ICAM2"
"ZNHIT11",1.39487946369092e-07,0.515957171822635,0.503,0.261,0.00191293769650572,"5","ZNHIT1"
"MRPL18",1.40825590292048e-07,1.00157985501188,0.39,0.182,0.00193128214526515,"5","MRPL18"
"PSMD4",1.49739481781239e-07,0.671680280799633,0.522,0.27,0.00205352725314791,"5","PSMD4"
"ERICH1",1.50633380366571e-07,0.892494345922329,0.258,0.106,0.00206578617834715,"5","ERICH1"
"MIR142",1.52851780738611e-07,0.48793256023718,0.346,0.156,0.00209620932104931,"5","MIR142"
"RAB18",1.58240761917656e-07,0.836487085914577,0.27,0.116,0.00217011380893873,"5","RAB18"
"PPCS",1.58287403836467e-07,0.640472158401442,0.377,0.179,0.00217075345621331,"5","PPCS"
"PDCL3",1.68384383745164e-07,0.771421592302462,0.27,0.114,0.00230922343868118,"5","PDCL3"
"NCOA4",1.83177108425987e-07,0.39381059244187,0.302,0.134,0.00251209086495399,"5","NCOA4"
"SERPINB11",1.99586051821935e-07,0.292862311619689,0.629,0.349,0.00273712311468602,"5","SERPINB1"
"PRDX3",2.17443757205035e-07,0.350423783167783,0.289,0.125,0.00298202368630985,"5","PRDX3"
"BST21",2.32579940661983e-07,0.535825433506419,0.736,0.431,0.00318960130623843,"5","BST2"
"ABRACL1",2.42480166425659e-07,0.704893926300631,0.497,0.268,0.00332537300236149,"5","ABRACL"
"FIBP1",2.94914510328628e-07,0.689601308405784,0.34,0.162,0.00404445759464681,"5","FIBP"
"CCDC12",3.02934571612937e-07,1.07219295382244,0.459,0.234,0.00415444471509982,"5","CCDC12"
"ADI1",3.84811196111866e-07,0.576764428886159,0.321,0.148,0.00527730074347813,"5","ADI1"
"CRIP12",3.85353369073437e-07,0.477587444015349,0.61,0.355,0.00528473610347312,"5","CRIP1"
"RASGRP21",4.26135736170817e-07,0.404995596283427,0.44,0.23,0.00584402548584658,"5","RASGRP2"
"C1orf431",4.27656827562973e-07,0.749335953003751,0.421,0.215,0.00586488573319861,"5","C1orf43"
"PSENEN",4.3612469939164e-07,0.652973983111455,0.296,0.131,0.00598101412745696,"5","PSENEN"
"TANK",4.41912552821057e-07,0.555210854780101,0.258,0.107,0.00606038874938797,"5","TANK"
"UBE2B",4.69789018263942e-07,1.29383560065519,0.314,0.141,0.0064426865964717,"5","UBE2B"
"UPP1",4.72118478732618e-07,0.760189503429744,0.302,0.138,0.00647463281733912,"5","UPP1"
"COX6A1P2",4.72984390839331e-07,0.720475839439615,0.365,0.178,0.00648650793597058,"5","COX6A1P2"
"ADK",4.73415865371754e-07,0.550339798174173,0.258,0.109,0.00649242517770823,"5","ADK"
"CHCHD2",4.76051767399225e-07,0.395714859195289,0.918,0.701,0.00652857393811297,"5","CHCHD2"
"MT-ND31",5.83512329523253e-07,0.416898521350987,0.403,0.194,0.00800228808708189,"5","MT-ND3"
"HTATIP2",5.85999543020325e-07,0.514817750144835,0.27,0.116,0.00803639773298074,"5","HTATIP2"
"TADA3",5.92526142632819e-07,0.68242848542422,0.264,0.113,0.00812590352006648,"5","TADA3"
"SAMHD11",6.13351744255294e-07,0.481142353903744,0.453,0.23,0.00841150582071711,"5","SAMHD1"
"LYPLA1",6.16823628320817e-07,0.279739748978637,0.321,0.145,0.00845911923879169,"5","LYPLA1"
"ATP5EP21",6.92001638870427e-07,0.589881944836442,0.497,0.269,0.00949011047546903,"5","ATP5EP2"
"PPP4C1",8.24466700785922e-07,0.519730345629012,0.516,0.278,0.0113067363345781,"5","PPP4C"
"CYTH4",9.2722906487629e-07,1.33849182546534,0.27,0.123,0.0127160193957134,"5","CYTH4"
"CTSA",9.5773281982177e-07,0.440936276846541,0.308,0.142,0.0131343478910357,"5","CTSA"
"COMT1",1.08261496772888e-06,0.771484131758234,0.314,0.146,0.0148469816674339,"5","COMT"
"SEPT91",1.08954737980734e-06,0.541510350969223,0.56,0.324,0.0149420527666778,"5","SEPT9"
"GNAS1",1.0962960423967e-06,0.505259909315944,0.516,0.286,0.0150346039254284,"5","GNAS"
"LMAN2",1.35191450548703e-06,0.290955406479469,0.472,0.248,0.0185401555282491,"5","LMAN2"
"PHPT11",1.41843339609572e-06,0.330355278250929,0.327,0.154,0.0194523955940567,"5","PHPT1"
"LRPAP1",1.49500118195289e-06,0.634234496043133,0.34,0.17,0.0205024462093019,"5","LRPAP1"
"TBCB",1.52453263880419e-06,0.35920417554272,0.528,0.293,0.0209074406085606,"5","TBCB"
"AMICA11",1.55602035391529e-06,0.479521442775591,0.465,0.251,0.0213392631335943,"5","AMICA1"
"NDUFA121",1.73542462029838e-06,0.446420298466096,0.409,0.21,0.023799613242772,"5","NDUFA12"
"TXNL1",1.91238100738404e-06,0.37073903125191,0.358,0.17,0.0262263931352647,"5","TXNL1"
"LCP11",1.98345287076035e-06,0.5994219793363,0.616,0.372,0.0272010726696074,"5","LCP1"
"UBE2E3",2.03955027933516e-06,0.647998852342834,0.258,0.115,0.0279703925308024,"5","UBE2E3"
"MKRN1",2.07218036766569e-06,0.551082380736983,0.384,0.198,0.0284178815621673,"5","MKRN1"
"KDELR2",2.13506762837415e-06,0.510073212021097,0.34,0.169,0.0292803174555232,"5","KDELR2"
"CHCHD5",2.21721140846664e-06,0.515868619121421,0.296,0.138,0.0304068372557114,"5","CHCHD5"
"NDUFS71",2.23379131529753e-06,0.620757523161604,0.503,0.28,0.0306342140979903,"5","NDUFS7"
"PSMC2",2.3136292471026e-06,0.574232736124874,0.289,0.133,0.0317291114947651,"5","PSMC2"
"RNF213",2.32901482911415e-06,0.816384447991968,0.415,0.215,0.0319401093664714,"5","RNF213"
"NDUFA4",2.47324465246343e-06,0.371238139635844,0.748,0.513,0.0339180771638835,"5","NDUFA4"
"SNRPD3",2.48053186416044e-06,0.667125787732372,0.34,0.168,0.0340180139850962,"5","SNRPD3"
"HERPUD11",2.50724907045691e-06,0.43605969513767,0.39,0.201,0.0343844137522461,"5","HERPUD1"
"ARPC4",2.55976092105542e-06,0.378350940383303,0.547,0.302,0.035104561271354,"5","ARPC4"
"CHMP5",2.85875475886005e-06,0.485683677865357,0.409,0.209,0.0392049627630067,"5","CHMP5"
"TMC6",2.98123840721992e-06,0.53341387856765,0.277,0.128,0.040884703516614,"5","TMC6"
"RHEB",3.04106011847195e-06,0.547410673664039,0.283,0.132,0.0417050984647243,"5","RHEB"
"TUBB4B",3.06929245091158e-06,0.523196571171775,0.277,0.126,0.0420922766718014,"5","TUBB4B"
"GLUD1",3.10683496818479e-06,0.970164907413582,0.264,0.121,0.0426071347536862,"5","GLUD1"
"PSMC4",3.14046992094463e-06,0.826965424808167,0.333,0.158,0.0430684044958346,"5","PSMC4"
"ARL4A",3.18372460665398e-06,0.627960297313864,0.296,0.145,0.0436615992556527,"5","ARL4A"
"ERCC1",3.5077198454045e-06,0.940079624921052,0.252,0.111,0.0481048699598773,"5","ERCC1"
"OSTF11",3.57731149293546e-06,0.658404200681045,0.509,0.298,0.0490592498141169,"5","OSTF1"
"SSNA1",3.90309791457536e-06,0.51120167725062,0.409,0.213,0.0535270848004865,"5","SSNA1"
"CDK2AP2",3.97389626960154e-06,0.478581626084324,0.314,0.15,0.0544980134413155,"5","CDK2AP2"
"ADAR",4.12854448227062e-06,1.01656479071291,0.333,0.171,0.0566188590298593,"5","ADAR"
"NDUFB71",4.13000239786474e-06,0.347021225901236,0.516,0.272,0.056638852884317,"5","NDUFB7"
"RNF71",4.31196525903206e-06,0.372543881354852,0.447,0.239,0.0591342915623657,"5","RNF7"
"MYADM1",4.37785029644149e-06,0.279791557647445,0.358,0.18,0.0600378389653986,"5","MYADM"
"COX7A21",4.94607838547688e-06,0.491073254398274,0.635,0.385,0.0678305189784299,"5","COX7A2"
"CLTB1",4.98487998284754e-06,0.418624029772454,0.358,0.181,0.0683626440847711,"5","CLTB"
"SHFM1",4.99406798827671e-06,0.447056677252637,0.384,0.191,0.0684886483912268,"5","SHFM1"
"ANAPC111",5.03943546564557e-06,0.319825653362119,0.453,0.234,0.0691108179758633,"5","ANAPC11"
"SQRDL",5.22732174481502e-06,0.527803318283795,0.283,0.136,0.0716874904083932,"5","SQRDL"
"CHMP2A1",5.27504980708088e-06,0.544693746378039,0.453,0.252,0.0723420330543072,"5","CHMP2A"
"ENO1",5.56365300245972e-06,0.425176758600872,0.78,0.552,0.0762999372757326,"5","ENO1"
"NDUFA7-1",5.56640115522146e-06,0.402927422657897,0.314,0.152,0.0763376254427071,"5","NDUFA7-1"
"TCF25",5.75455724244544e-06,0.722383880571181,0.44,0.243,0.0789179980228968,"5","TCF25"
"GRB21",6.21427833434213e-06,0.397981731485716,0.346,0.174,0.0852226130771679,"5","GRB2"
"CALM3",6.32046560882802e-06,0.674043197172709,0.585,0.349,0.0866788653594674,"5","CALM3"
"ATP6V0E1",6.40846951920542e-06,0.421095863689986,0.83,0.548,0.0878857509863831,"5","ATP6V0E1"
"LSMD11",6.63896936423394e-06,0.762247929582666,0.333,0.166,0.0910468258611042,"5","LSMD1"
"RP11-347P5.1",7.03968709208024e-06,0.571708178174784,0.264,0.124,0.0965422687807884,"5","RP11-347P5.1"
"ARF1",7.0828005747332e-06,0.291437294174994,0.736,0.437,0.0971335270818912,"5","ARF1"
"RALY",7.1519825616088e-06,0.753195669174159,0.415,0.215,0.0980822888499032,"5","RALY"
"RAB2A",8.00780369828847e-06,0.675397682769241,0.321,0.16,0.109819019918328,"5","RAB2A"
"SSBP4",8.14093502570437e-06,0.390344047388996,0.258,0.117,0.11164478294251,"5","SSBP4"
"BIN21",8.38962051895888e-06,0.295214002072127,0.597,0.355,0.115055255797002,"5","BIN2"
"ZFP361",8.43326573165287e-06,0.347145663869366,0.855,0.696,0.115653806243888,"5","ZFP36"
"NDUFC1",8.5995380563549e-06,0.591356421248897,0.258,0.122,0.117934064904851,"5","NDUFC1"
"OS9",8.85753210241916e-06,0.325157311439644,0.277,0.128,0.121472195252576,"5","OS9"
"TWF2",8.90495400566209e-06,0.480975370057083,0.34,0.174,0.12212253923365,"5","TWF2"
"PMAIP1",9.85637978677625e-06,0.368078079094583,0.264,0.125,0.13517039239585,"5","PMAIP1"
"ARHGAP4",1.0394824093569e-05,0.276257759369785,0.258,0.117,0.142554617619206,"5","ARHGAP4"
"CD441",1.04485599981926e-05,0.31154178733699,0.686,0.448,0.143291551815213,"5","CD44"
"MYH9",1.13804355067556e-05,0.410714258112939,0.352,0.179,0.156071292539646,"5","MYH9"
"NDUFA22",1.15670188111066e-05,0.285566447975231,0.453,0.245,0.158630095975516,"5","NDUFA2"
"SAP18",1.16560076211174e-05,0.355838226647737,0.736,0.463,0.159850488516004,"5","SAP18"
"OTUB1",1.27684288954646e-05,0.296695279742494,0.308,0.152,0.175106233872402,"5","OTUB1"
"NDUFV2",1.35418001792017e-05,0.419721457080324,0.484,0.269,0.185712247657572,"5","NDUFV2"
"CCDC115",1.38430541497396e-05,0.418590313362591,0.302,0.153,0.189843644609529,"5","CCDC115"
"PCMT1",1.46147811173199e-05,0.251310240293555,0.409,0.215,0.200427108242925,"5","PCMT1"
"ACTG11",1.55875932895467e-05,0.253598683377032,0.981,0.856,0.213768254372843,"5","ACTG1"
"VIMP",1.56325186544877e-05,0.453333377133928,0.289,0.144,0.214384360827645,"5","VIMP"
"TMEM1471",1.78624858841111e-05,0.37001458400326,0.352,0.183,0.244966131414699,"5","TMEM147"
"AKR1A1",1.79097805368407e-05,0.408939794856724,0.289,0.14,0.245614730282233,"5","AKR1A1"
"SELT",1.79562972369925e-05,0.445937748467851,0.522,0.287,0.246252660308115,"5","SELT"
"PFDN2",1.82531052163499e-05,0.335240900666811,0.346,0.186,0.250323084937022,"5","PFDN2"
"PTGES32",1.83739464289783e-05,0.436635169260466,0.585,0.397,0.251980301327008,"5","PTGES3"
"PSMB21",2.10871155749745e-05,0.511133242585615,0.384,0.207,0.2891887029952,"5","PSMB2"
"AHNAK2",2.15244964666068e-05,0.562110065939097,0.472,0.262,0.295186944543046,"5","AHNAK"
"IKZF1",2.23647057655797e-05,0.363056786443812,0.296,0.145,0.306709574869159,"5","IKZF1"
"ATP5F1",2.4085260068037e-05,0.340875175982524,0.585,0.359,0.330305256573059,"5","ATP5F1"
"ICAM3",2.47311082340279e-05,0.378243934534392,0.66,0.407,0.339162418321459,"5","ICAM3"
"MIEN1",2.48698491337571e-05,0.491758956773527,0.333,0.172,0.341065111020345,"5","MIEN1"
"RAP1A",2.56204590772692e-05,0.268492855787486,0.553,0.311,0.351358975785669,"5","RAP1A"
"NUCB1",2.76921335500195e-05,0.485264807699971,0.327,0.167,0.379769919504968,"5","NUCB1"
"SNX17",2.83332012789937e-05,0.868800393342328,0.384,0.208,0.38856152234012,"5","SNX17"
"COMMD3",2.87740742071982e-05,0.308859799702539,0.252,0.12,0.394607653677516,"5","COMMD3"
"DECR1",3.16652765836636e-05,0.487200930706502,0.333,0.177,0.434257603068362,"5","DECR1"
"PDCD5",3.31096483469384e-05,0.495765864066791,0.34,0.177,0.454065717429913,"5","PDCD5"
"RBCK1",3.42228022558254e-05,0.679188552152255,0.371,0.198,0.469331510136389,"5","RBCK1"
"LIMS11",3.45920441941027e-05,0.355582821625438,0.289,0.147,0.474395294077925,"5","LIMS1"
"NAPA",3.5400910999183e-05,0.598176970218693,0.252,0.124,0.485488093442796,"5","NAPA"
"CHMP3",3.59527566655019e-05,0.46217037885234,0.321,0.165,0.493056104910693,"5","CHMP3"
"WBP2",3.79145566810319e-05,0.336975570976356,0.289,0.146,0.519960230323672,"5","WBP2"
"TMBIM4-1",4.48915208093893e-05,0.260918677953206,0.478,0.279,0.615642316379965,"5","TMBIM4-1"
"BSG",4.49576186544511e-05,0.269287695886567,0.428,0.238,0.616548782227142,"5","BSG"
"TMEM160",4.52278917887656e-05,0.269095931664317,0.346,0.18,0.620255307991132,"5","TMEM160"
"CDC42",4.59768709531747e-05,0.260350882379489,0.61,0.359,0.630526808251838,"5","CDC42"
"NDUFA1",4.78783212615125e-05,0.381080712362796,0.553,0.319,0.656603297780383,"5","NDUFA1"
"CAPZA1",5.4473283353432e-05,0.341692996985861,0.314,0.162,0.747046607908966,"5","CAPZA1"
"MEA1",5.62794301186528e-05,0.320973635418198,0.252,0.121,0.771816104647205,"5","MEA1"
"ATP5I1",5.62838019534449e-05,0.382208944823141,0.478,0.277,0.771876059989543,"5","ATP5I"
"UBC1",5.62875801283699e-05,0.310697219397483,0.956,0.847,0.771927873880465,"5","UBC"
"MYEOV2",5.83787517562721e-05,0.377279936291373,0.39,0.218,0.800606201585516,"5","MYEOV2"
"FDX1",6.42981104458115e-05,0.472340575186534,0.283,0.146,0.881784286653859,"5","FDX1"
"RHOF",6.80588806962386e-05,0.369750047344644,0.314,0.164,0.933359489868216,"5","RHOF"
"RAB7A",6.91700036596219e-05,0.293265526339139,0.503,0.301,0.948597430188055,"5","RAB7A"
"C19orf70",7.18654808780997e-05,0.521806842865903,0.377,0.213,0.985563204762259,"5","C19orf70"
"CCM2",8.02332362577868e-05,0.27737320997661,0.264,0.132,1,"5","CCM2"
"TAF9",8.33050438360117e-05,0.50817515415988,0.296,0.155,1,"5","TAF9"
"GRK61",8.49054696305968e-05,0.544534627644681,0.333,0.18,1,"5","GRK6"
"NDUFS4",0.000100735768953593,0.371499190040509,0.252,0.126,1,"5","NDUFS4"
"ATP6AP2",0.000110260238872289,0.495979724416766,0.415,0.242,1,"5","ATP6AP2"
"BLOC1S21",0.000124254725733336,0.438501303338527,0.289,0.154,1,"5","BLOC1S2"
"VIM2",0.000138219853978723,0.262482822506654,0.95,0.792,1,"5","VIM"
"C19orf10",0.000139393759767911,0.266435667065637,0.377,0.208,1,"5","C19orf10"
"HM13",0.000140005127353788,0.467268936436604,0.258,0.134,1,"5","HM13"
"COMMD7",0.000143533026836135,0.288644582562176,0.302,0.159,1,"5","COMMD7"
"LCP2",0.000152433921858118,0.650426469317153,0.252,0.126,1,"5","LCP2"
"LDHA1",0.000153553946943716,0.477911659862255,0.717,0.479,1,"5","LDHA"
"PABPC4",0.000160599074238366,0.370792814732709,0.252,0.127,1,"5","PABPC4"
"DCTN3",0.000161535610910924,0.755136339007527,0.396,0.223,1,"5","DCTN3"
"NDUFS3",0.000161671417165059,0.441439160533958,0.289,0.157,1,"5","NDUFS3"
"GPX41",0.000181783507670616,0.30329590232625,0.736,0.532,1,"5","GPX4"
"CHMP1B1",0.00018230558211923,0.620308319645665,0.44,0.25,1,"5","CHMP1B"
"GIMAP2",0.000189214048407259,0.456243417141778,0.34,0.187,1,"5","GIMAP2"
"DSTN2",0.000210578317772402,0.355544417217678,0.34,0.19,1,"5","DSTN"
"MT-ND5",0.000245415190214751,0.250502880124002,0.742,0.502,1,"5","MT-ND5"
"NDUFA111",0.000277662462755112,0.427590586490152,0.642,0.399,1,"5","NDUFA11"
"TMEM258",0.000283237850323395,0.298731369198389,0.522,0.316,1,"5","TMEM258"
"MYL12B2",0.000283974067200646,0.413692312369804,0.899,0.689,1,"5","MYL12B"
"PRKAR1A",0.000284378989192677,0.288535870078821,0.308,0.167,1,"5","PRKAR1A"
"ATRAID",0.000302763959257308,0.522321275151572,0.453,0.266,1,"5","ATRAID"
"UQCRQ1",0.000321000433419683,0.363551728568375,0.453,0.283,1,"5","UQCRQ"
"MDH2",0.00032690362339104,0.289968387027175,0.484,0.287,1,"5","MDH2"
"FKBP8",0.000334136597799082,0.302350365418857,0.497,0.303,1,"5","FKBP8"
"CYC11",0.000360453051232976,0.483906004211179,0.321,0.186,1,"5","CYC1"
"COPE1",0.000367963428450419,0.490676547542217,0.66,0.424,1,"5","COPE"
"DAP3",0.000378175548846384,0.30890901895478,0.302,0.167,1,"5","DAP3"
"PDIA61",0.000417490976437248,0.28098013713515,0.396,0.23,1,"5","PDIA6"
"PSMA5",0.000423161684770468,0.268279584715348,0.44,0.259,1,"5","PSMA5"
"BCAP31",0.000433962842296501,0.27607913469414,0.453,0.275,1,"5","BCAP31"
"MRPL541",0.000497268612295591,0.376000102527761,0.365,0.217,1,"5","MRPL54"
"SDHD",0.000541109848790451,0.30830100845184,0.333,0.187,1,"5","SDHD"
"NDUFA6",0.00054385763949361,0.379077995930814,0.283,0.159,1,"5","NDUFA6"
"MAP1LC3B",0.000664913511962349,0.259938477771788,0.409,0.242,1,"5","MAP1LC3B"
"MPG",0.000693856653152521,0.741338473981394,0.252,0.137,1,"5","MPG"
"NDUFB2",0.00072630570856789,0.347263739976676,0.528,0.338,1,"5","NDUFB2"
"PAIP2",0.000857847323157285,0.331917819957968,0.484,0.307,1,"5","PAIP2"
